SAMPLE CODE,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT,Acanthurus tractus (bahianus),Acanthurus chirurgus,Acanthurus coeruleus,Aetobatus narinari,Alectis ciliaris,Balistes vetula,Calamus pennatula,Canthidermis sufflamen,Caranx bartholomaei,Caranx crysos,Caranx hippos,Caranx latus,Caranx lugubris,Caranx ruber,Carcharhinus limbatus,Carcharhinus perezii,Cephalopholis cruentata,Cephalopholis fulva,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Decapterus macarellus,Elagatis bipinnulata,Epinephelus adscensionis,Epinephelus guttatus,Epinephelus itajara,Epinephelus striatus,Gerres cinereus,Ginglymostoma cirratum,Gymnothorax moringa,Haemulon plumierii,Holacanthus ciliaris,Holacanthus tricolor,Hypanus americanus,Istiophorus albicans,Lachnolaimus maximus,Lactophrys trigonus,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus cyanopterus,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Microspathodon chrysurus,Mycteroperca interstitialis,Mycteroperca tigris,Mycteroperca venenosa,Negaprion brevirostris,Ocyurus chrysurus,Pomacanthus paru,Pterois volitans,Scarus coelestinus,Scarus iseri,Scarus taeniopterus,Scomberomorus regalis,Seriola rivoliana,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma radians,Sparisoma rubripinne,Sparisoma viride,Sphyraena barracuda,Sphyraena picudilla,Trachinotus falcatus
2021Palominitos (2016)1,2021,North/Northeast,Fajardo,Palominitos (2016),shallow,1,122.95,0,312.42,0,0,0,0,0,0,0,0,0,0,56.42,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.53,0,0,0,0,0,,0,0,0,0,1198.67,0,0,0,0,344.36,0,0,1058.41,0,0,0,374.14,0,0,0
2021Palominitos (2016)2,2021,North/Northeast,Fajardo,Palominitos (2016),shallow,2,43.69,0,0,0,0,0,0,0,0,0,0,0,0,362.7,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,0,0,,0,0,0,0,2775.96,0,0,0,16.86,263.36,0,0,8.18,0,0,417.67,48.46,0,0,0
2021Palominitos (2016)3,2021,North/Northeast,Fajardo,Palominitos (2016),shallow,3,0,0,268.21,0,0,0,0,0,0,0,0,0,0,96.72,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,399.1,0,0,0,204.68,196.53,0,0,39.25,0,0,417.67,460.09,0,0,0
2021Palominitos (2016)4,2021,North/Northeast,Fajardo,Palominitos (2016),shallow,4,43.69,0,224.52,0,0,0,0,0,0,0,0,0,0,225.66,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2205.49,0,0,0,0,0,0,0,861.76,0,0,0,737.65,0,0,0
2021Palominitos (2016)5,2021,North/Northeast,Fajardo,Palominitos (2016),shallow,5,386.02,0,848.58,0,0,0,0,0,0,0,0,0,0,161.2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,1357.85,0,0,0,36.54,47.1,0,0,46.32,0,0,0,47.18,0,0,0
2021Palominos (2016)1,2021,North/Northeast,Fajardo,Palominos (2016),intermediate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.44,0,0,0,0,0,,0,0,0,0,822.05,0,0,0,0,539.57,0,0,440.11,0,0,0,122.43,0,0,0
2021Palominos (2016)2,2021,North/Northeast,Fajardo,Palominos (2016),intermediate,2,98.07,0,0,0,0,0,0,0,0,0,0,0,0,24.18,0,0,0,0,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1017.6,0,0,0,59.01,562.44,0,0,210.91,0,0,0,697.86,0,0,0
2021Palominos (2016)3,2021,North/Northeast,Fajardo,Palominos (2016),intermediate,3,87.38,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5300,0,0,0,0,0,51.02,576.39,0,0,1.11,0,0,0,374.14,3943.27,0,0
2021Palominos (2016)4,2021,North/Northeast,Fajardo,Palominos (2016),intermediate,4,0,0,268.21,0,0,0,0,0,0,0,0,0,0,64.48,0,0,436.54,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,222.52,0,0,0,25.29,183.52,1000,0,333.11,0,0,0,493.97,0,0,0
2021Palominos (2016)5,2021,North/Northeast,Fajardo,Palominos (2016),intermediate,5,43.69,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,738.75,0,0,0,404.46,162.94,0,0,265.61,0,0,0,691.65,0,0,0
2021Puerto Botes 15m1,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,intermediate,1,298.64,0,112.26,0,1320.77,0,0,0,0,0,0,0,0,0,0,0,348.38,1347.95,,,,0,0,0,232.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,106.06,65.51,0,0,423.38,0,0,1372.02,0,5602.08,0,0
2021Puerto Botes 15m2,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,intermediate,2,112.26,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.09,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,236.02,0,0,0,1446.14,0,0,0
2021Puerto Botes 15m3,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,intermediate,3,0,0,649.2,0,0,0,0,0,0,1333.83,0,0,0,0,0,0,0,535.03,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,195.26,65.51,0,0,16.36,0,1,686.01,0,0,0,0
2021Puerto Botes 15m4,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,intermediate,4,0,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,755.07,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,20.58,0,0,113.45,0,0.5,0,0,0,0,0
2021Puerto Botes 15m5,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,intermediate,5,0,0,156.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.48,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842.41,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,1,0,1493.32,0,0,0
2021Puerto Botes 20m1,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,intermediate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.67,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8.18,0,0,0,1115.96,0,0,0
2021Puerto Botes 20m2,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,intermediate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.72,779.3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,20.58,0,0,0,0,0,0,723.07,0,0,0
2021Puerto Botes 20m3,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,intermediate,3,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,337.14,,,,0,0,0,0,0,0,0,5097.8,0,0,0,0,0,0,0,0,0,0,106.14,0,0,0,61.04,0,,0,0,0,0,0,0,866.66,0,195.26,82.32,0,0,8.18,0,1,0,0,0,0,0
2021Puerto Botes 20m4,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,intermediate,4,0,0,224.52,0,0,0,0,0,0,0,0,0,1947.31,0,0,0,0,224.86,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36.54,0,0,0,227.84,0,0,0,1093.2,0,0,0
2021Puerto Botes 20m5,2021,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,intermediate,5,597.28,0,424.68,0,0,0,0,0,0,609.31,0,0,0,0,0,0,0,940.68,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.67,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4400,0,423.38,0,9.85,0,0,0,0,0
2021Puerto Canoas 30m1,2021,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,mesophotic,1,0,0,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,5097.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,97.63,65.51,0,0,0,0,0,0,47.18,0,0,0
2021Puerto Canoas 30m2,2021,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,mesophotic,2,0,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.34,,,,0,0,0,1756.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447.03,0,0,0,0,0,,0,0,0,0,0,0,0,0,97.63,0,0,0,0,0,0,0,0,13154.72,0,0
2021Puerto Canoas 30m3,2021,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,mesophotic,3,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.05,0,0,0,0,0,,0,0,0,0,0,0,254.47,0,0,151.6,0,0,227.84,0,0,0,22.76,0,0,0
2021Puerto Canoas 30m4,2021,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,mesophotic,4,43.69,0,155.95,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707.63,0,0,0,0,0,,0,0,0,0,0,0,0,0,16.86,284.72,0,0,8.18,0,0,686.01,734.45,0,0,0
2021Puerto Canoas 30m5,2021,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,mesophotic,5,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.53,0,0,0,0,0,,0,0,1900,0,0,0,0,0,73.08,0,0,0,0,0,0,0,298.25,0,0,0
2021Resuellos1,2021,West,Cabo Rojo,Resuellos,shallow,1,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,281.38,0,0,0,0,296.6,0,0,45.95,0,0,0,47.82,0,0,0
2021Resuellos2,2021,West,Cabo Rojo,Resuellos,shallow,2,0,99.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.05,0,0,0,0,0,,0,0,0,0,0,0,0,0,370.74,49.08,0,0,333.11,0,0,0,0.64,0,0,0
2021Resuellos3,2021,West,Cabo Rojo,Resuellos,shallow,3,112.26,0,224.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.57,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,168.6,0,0,248.31,0,0,0,0,0,0,0
2021Resuellos4,2021,West,Cabo Rojo,Resuellos,shallow,4,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,439.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11.88,0,0,105.27,0,0,0,274.47,0,0,0
2021Resuellos5,2021,West,Cabo Rojo,Resuellos,shallow,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,351.97,0,0,0,241.22,263.36,0,0,76.65,0,0.5,0,820.29,0,0,0
2021Tourmaline 10m1,2021,West,Cabo Rojo,Tourmaline 10m,shallow,1,87.38,9.25,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,134.61,41.16,0,0,16.73,0,0,0,135.73,0,0,0
2021Tourmaline 10m2,2021,West,Cabo Rojo,Tourmaline 10m,shallow,2,108.76,9.25,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,53.4,142.36,0,0,105.27,0,0.5,0,0.64,0,0,0
2021Tourmaline 10m3,2021,West,Cabo Rojo,Tourmaline 10m,shallow,3,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33.72,67.68,0,0,8.18,0,0.5,0,22.76,0,0,0
2021Tourmaline 10m4,2021,West,Cabo Rojo,Tourmaline 10m,shallow,4,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,254.47,0,73.08,102.12,0,0,54.5,0,0,0,1225.21,0,0,0
2021Tourmaline 10m5,2021,West,Cabo Rojo,Tourmaline 10m,shallow,5,131.07,0,122.95,0,0,875.55,0,0,0,0,0,0,0,0,0,0,88.16,189.34,,,,0,0,0,232.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,36.54,467.46,0,0,84.09,0,21.2,0,0,0,0,0
2021Tourmaline 20m1,2021,West,Cabo Rojo,Tourmaline 20m,intermediate,1,43.69,99.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,204.68,95.99,0,0,0,0,0.5,0,251.07,0,0,0
2021Tourmaline 20m2,2021,West,Cabo Rojo,Tourmaline 20m,intermediate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150.11,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,254.47,0,0,102.9,0,0,37.77,0,0,0,0,0,0,0
2021Tourmaline 20m3,2021,West,Cabo Rojo,Tourmaline 20m,intermediate,3,0,76.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,183.52,0,0,113.45,0,0,0,723.07,0,0,0
2021Tourmaline 20m4,2021,West,Cabo Rojo,Tourmaline 20m,intermediate,4,0,124.36,155.95,0,0,0,0,0,0,0,0,0,0,0,0,0,277.12,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,208.06,0,0,0,0,0,0,0,0,0,0
2021Tourmaline 20m5,2021,West,Cabo Rojo,Tourmaline 20m,intermediate,5,87.38,76.74,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,271.78,0,0,0.37,0,0.5,0,0,0,0,0
2021Tourmaline 30m1,2021,West,Cabo Rojo,Tourmaline 30m,mesophotic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,351.97,0,0,0,0,0,0,0,105.27,0,0,0,0,0,0,0
2021Tourmaline 30m2,2021,West,Cabo Rojo,Tourmaline 30m,mesophotic,2,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.67,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,65.51,0,0,37.77,0,0,0,0,0,0,0
2021Tourmaline 30m3,2021,West,Cabo Rojo,Tourmaline 30m,mesophotic,3,224.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,44.97,255.44,0,0,105.27,0,0,0,0,0,0,0
2021Tourmaline 30m4,2021,West,Cabo Rojo,Tourmaline 30m,mesophotic,4,0,0,43.69,0,0,0,0,0,0,0,0,0,0,8.06,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,516.23,0,0,0,33.72,47.1,0,0,0,0,0,0,0,0,0,0
2021Tourmaline 30m5,2021,West,Cabo Rojo,Tourmaline 30m,mesophotic,5,0,38.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.05,0,0,0,0,0,,0,0,0,0,125.67,0,0,0,0,131.02,0,0,45.95,0,0.5,0,0,0,0,0
2021Tres Palmas 10m1,2021,West,Rincon,Tres Palmas 10m,shallow,1,454.59,0,156.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.96,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,204.68,0,0,0,38.51,0,1,0,0,0,0,0
2021Tres Palmas 10m2,2021,West,Rincon,Tres Palmas 10m,shallow,2,0,0,424.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766.54,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8.43,0,0,0,37.77,0,0,0,0,0,0,0
2021Tres Palmas 10m3,2021,West,Rincon,Tres Palmas 10m,shallow,3,336.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.26,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,683.16,0,38.51,0,0,0,0,0,0,0
2021Tres Palmas 10m4,2021,West,Rincon,Tres Palmas 10m,shallow,4,224.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.94,,,,0,0,0,1178.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,73.08,0,0,0,159.4,0,0,0,0,0,0,0
2021Tres Palmas 10m5,2021,West,Rincon,Tres Palmas 10m,shallow,5,523.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.86,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,97.63,0,0,0,899.53,0,0,0,0,0,0,0
2021Tres Palmas 20m1,2021,West,Rincon,Tres Palmas 20m,intermediate,1,224.52,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,651.59,0,0,0,0,0,0,0
2021Tres Palmas 20m2,2021,West,Rincon,Tres Palmas 20m,intermediate,2,298.64,38.37,112.26,0,0,0,0,0,0,609.31,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,302.31,408.36,0,0,423.38,0,0,0,0,0,0,0
2021Tres Palmas 20m3,2021,West,Rincon,Tres Palmas 20m,intermediate,3,0,0,312.42,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,45.95,0,10.35,0,0.64,0,0,0
2021Tres Palmas 20m4,2021,West,Rincon,Tres Palmas 20m,intermediate,4,112.26,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,494.13,0,0,65.51,0,0,37.77,0,0,0,0,0,0,0
2021Tres Palmas 20m5,2021,West,Rincon,Tres Palmas 20m,intermediate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.03,0,,0,0,0,0,0,0,0,0,0,20.58,0,0,37.77,0,0,0,0,0,0,0
2021Tres Palmas 5m1,2021,West,Rincon,Tres Palmas 5m,very shallow,1,224.52,0,43.69,0,0,0,0,0,0,0,0,0,0,42.98,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.24,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359.05,493.97,0,0,0
2021Tres Palmas 5m2,2021,West,Rincon,Tres Palmas 5m,very shallow,2,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.97,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381.52,0,0,0,0
2021Tres Palmas 5m3,2021,West,Rincon,Tres Palmas 5m,very shallow,3,410.9,0,156.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835.34,0.64,0,0,0
2021Tres Palmas 5m4,2021,West,Rincon,Tres Palmas 5m,very shallow,4,0,9.77,0,0,0,0,0,0,0,0,0,0,0,24.18,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.53,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.07,0,0,0
2021Tres Palmas 5m5,2021,West,Rincon,Tres Palmas 5m,very shallow,5,336.78,0,0,0,0,0,0,0,0,0,0,0,0,16.12,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.18,0,0,0,0
2021West Reef1,2021,South,Ponce,West Reef,very shallow,1,424.16,0,112.26,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,0,0,0,0,204.68,506.52,0,0,227.84,0,1.5,0,0,0,0,0
2021West Reef2,2021,South,Ponce,West Reef,very shallow,2,112.26,0,224.52,0,0,0,0,0,0,0,0,0,0,0,0,0,554.24,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,453.48,0,0,455.68,0,2,0,0,0,0,0
2021West Reef3,2021,South,Ponce,West Reef,very shallow,3,199.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,204.68,11.88,0,0,0.37,0,0,0,0.64,0,0,0
2021West Reef4,2021,South,Ponce,West Reef,very shallow,4,0,0,224.52,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.97,0,0,0,15.26,0,,0,0,0,0,222.52,0,0,0,604.62,358.34,0,0,236.02,0,0,0,0,0,0,0
2021West Reef5,2021,South,Ponce,West Reef,very shallow,5,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.02,0,101.94,0,0,0,,0,0,0,0,407.05,0,0,0,1209.85,9.9,0,1630.66,0,0,0,0,122.43,0,0,0
2022Maria Langa 10m (2016)1,2022,South,Guayanilla,Maria Langa 10m (2016),shallow (8-14m),1,43.69,0,0,0,0,0,0,0,0,0,0,0,0,2673.27,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.27,0,0,0,0,0,,0,0,0,0,222.52,,0,0,0,65.51,0,0,0,0,0,0,0,0,0,0
2022Maria Langa 10m (2016)2,2022,South,Guayanilla,Maria Langa 10m (2016),shallow (8-14m),2,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,674.28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.58,0,0,0,0,0,,0,0,0,0,879.69,,0,0,0,65.51,0,0,0,0,0,0,0,0,0,0
2022Maria Langa 10m (2016)3,2022,South,Guayanilla,Maria Langa 10m (2016),shallow (8-14m),3,199.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,0,0,0,0,0,,0,0,0,0,58.86,,0,0,73.08,142.36,0,0,121.63,0,0,0,122.43,0,0,0
2022Maria Langa 10m (2016)4,2022,South,Guayanilla,Maria Langa 10m (2016),shallow (8-14m),4,87.38,0,0,0,0,0,0,0,0,506.55,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,0,0,0,0,212.02,0,0,0,0,0,0,0
2022Maria Langa 10m (2016)5,2022,South,Guayanilla,Maria Langa 10m (2016),shallow (8-14m),5,268.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,144.65,,0,0,0,0,0,0,188.99,0,0,0,0,0,0,0
2022Maria Langa 20m (2016)1,2022,South,Guayanilla,Maria Langa 20m (2016),intermediate (15-21m),1,224.52,0,0,0,0,0,0,0,0,0,0,0,0,16.12,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102.06,0,0,0,0,0,0,0,0,0,,0,0,0,0,222.52,,0,0,36.54,4500,0,0,45.95,395.17,0,0,0,0,0,0
